Reviewer Name,Review Text,Publish Date,Star Given,Review URL,Owner Response Text
Wafa K,,2021-04-25T12:49:04.919Z,5,https://www.google.com/maps/contrib/103965799991103354763?hl=id,
Ikrob Didik,Acara buka bersama di Ramadan 2021 mantappp,2021-04-23T21:15:07.424Z,5,https://www.google.com/maps/contrib/107568263528102386448?hl=id,
Eva Anggraini,Tempat n pelayanan ok bgt,2021-04-18T18:41:16.912Z,5,https://www.google.com/maps/contrib/107325077280031920999?hl=id,
Budi Lelono,,2021-04-18T11:58:47.089Z,5,https://www.google.com/maps/contrib/102272316614458471048?hl=id,
eko wahyudi,Hotel yg bagus dan bersih,2021-04-14T14:18:27.966Z,5,https://www.google.com/maps/contrib/116852168521086715013?hl=id,
Salma Syarifah,,2021-04-13T15:00:32.927Z,1,https://www.google.com/maps/contrib/100938732441715664664?hl=id,
henno jls,Baru sekali ke sini dateng ke nikahan adek. Kayaknya pas bgt waktu dan mometnya. Tempatnya asri meja ditata di kebun jd model garden party. Makanan enak. Sayang ga sempet cobain baksonya karena kekenyangan hahaha. Buat yg mau party kecil kecilan kayaknya tempat ini pas,2021-04-13T11:09:28.786Z,5,https://www.google.com/maps/contrib/107057827011346584437?hl=id,
Saefuddin Baharsyah,Okela,2021-04-11T22:48:07.484Z,4,https://www.google.com/maps/contrib/106695484902627038296?hl=id,
Dahlia Astarini,Tempat nya asri dan makanannya enak,2021-04-11T06:51:39.808Z,5,https://www.google.com/maps/contrib/114083339365321544721?hl=id,
Yusuf Kurniawan (Muhyusufk),"Kamar oke,tetapi ada beberapa kejanggalan
Seperti ac tidak dingin, ac tbtb mati nyala mati nyala,kamar tbtb mati lalu nyala lagi dan dapat kamar yang pojok.",2021-04-11T00:20:59.584Z,2,https://www.google.com/maps/contrib/115859887992037652346?hl=id,
Richardo Fernando,Kami selalu ke tempait ini bagus pelajanan nja,2021-04-10T20:30:20.865Z,5,https://www.google.com/maps/contrib/104393710465874812650?hl=id,
Agus Sukoco,"Tempatnya nyaman, suasananya tenang, dekat dengan alun-alun selatan jogja dan alun-alun utara, dekat dengan toko oleh oleh juga. pelayanan ramah dan kamar bersih. Tersedia juga teko pembuat air panas lengkap dengan teh dan kopi dari Tasneem 👍",2021-04-10T03:58:54.099Z,5,https://www.google.com/maps/contrib/113540127513749977860?hl=id,
Aku MlakuMlaku,,2021-04-10T02:12:47.912Z,5,https://www.google.com/maps/contrib/105298313688849199865?hl=id,
Aw TransportJogja,Bagus tempatnya,2021-04-10T01:45:11.505Z,5,https://www.google.com/maps/contrib/117834463983605761315?hl=id,Thank you very much for your reviews :)
Mulyo Joyo Tour mj,,2021-04-09T14:37:38.448Z,4,https://www.google.com/maps/contrib/108309942830105780541?hl=id,
Ali Mustofa,Luas untuj pesta outdoor,2021-04-05T04:14:49.351Z,4,https://www.google.com/maps/contrib/113289593225657446776?hl=id,
-,,2021-04-04T23:44:56.103Z,4,https://www.google.com/maps/contrib/118165433818385252908?hl=id,
Ridho Anti J,,2021-04-03T05:48:01.472Z,5,https://www.google.com/maps/contrib/104473688662150723961?hl=id,
Ratna Dwi Cahyani,,2021-04-02T02:57:40.545Z,5,https://www.google.com/maps/contrib/106837563447066994826?hl=id,
Yolanda Carolyn,,2021-04-02T02:56:27.344Z,5,https://www.google.com/maps/contrib/102256413576810862145?hl=id,
Vie Fathin,"Budgeted hotel..kamar ok, lingkungan ok, ditengah kota. Makanan banyak..",2021-03-30T23:42:02.741Z,4,https://www.google.com/maps/contrib/110913072007113189960?hl=id,
Arif Yudi Pratikna,Nyaman,2021-03-29T13:36:19.711Z,5,https://www.google.com/maps/contrib/111920212566338422248?hl=id,
Faustinus Kepin,,2021-03-28T00:31:45.262Z,5,https://www.google.com/maps/contrib/110712382921368440357?hl=id,
syifa azzah,,2021-03-27T09:24:22.230Z,5,https://www.google.com/maps/contrib/114590371092254881665?hl=id,
alvonzo pratama,Gak ribet aja,2021-03-27T04:51:27.181Z,4,https://www.google.com/maps/contrib/104179095088507397863?hl=id,
Cahyana Purnama,Pelayanan yang baik tetap dijalankan di tengah Pandemi Covid-19,2021-03-26T07:37:40.991Z,4,https://www.google.com/maps/contrib/103129308011688397411?hl=id,
sularno sularno,Lumayan utk istirahat...,2021-03-25T11:43:28.667Z,1,https://www.google.com/maps/contrib/113798271985387668450?hl=id,
Sun Nar,,2021-03-24T07:35:02.353Z,5,https://www.google.com/maps/contrib/118227996416456793135?hl=id,
Ardi,,2021-03-23T16:19:27.278Z,4,https://www.google.com/maps/contrib/110347722965128001524?hl=id,
Agusnanto Soedarmanto,,2021-03-21T14:13:57.943Z,3,https://www.google.com/maps/contrib/114209938168313355225?hl=id,
Annisa Vitasari,,2021-03-20T14:23:20.302Z,4,https://www.google.com/maps/contrib/117413701187226715234?hl=id,
Bunda Vie,,2021-03-18T00:50:37.270Z,3,https://www.google.com/maps/contrib/103801024666338275886?hl=id,
Yosep Heru setyoko,Bagus..bersih...adem,2021-03-17T08:28:20.214Z,5,https://www.google.com/maps/contrib/117888743944060979604?hl=id,
Tatang Rianto,,2021-03-16T02:06:23.049Z,5,https://www.google.com/maps/contrib/111432103940610849829?hl=id,
Diah Handika Larasati,,2021-03-13T02:37:21.983Z,5,https://www.google.com/maps/contrib/115876991588272263611?hl=id,
Advento Baskoro,,2021-03-10T11:58:38.325Z,5,https://www.google.com/maps/contrib/112089560128793587333?hl=id,
Walusadie Sadimin,,2021-03-09T10:25:50.683Z,5,https://www.google.com/maps/contrib/106429151744861143451?hl=id,
nugroho arief,"Cocok untuk wedding dengan suasana garden.
Mantab",2021-03-08T01:49:50.447Z,5,https://www.google.com/maps/contrib/115739199758054204597?hl=id,
Kubu Kanan,Bintang 5 untuk Hotel Tasneem,2021-02-28T01:51:47.934Z,5,https://www.google.com/maps/contrib/118078301997622743736?hl=id,
Candradewi Sampurna,,2021-02-22T03:20:10.564Z,4,https://www.google.com/maps/contrib/109589956551196307486?hl=id,
Shrl,,2021-02-21T16:43:47.788Z,5,https://www.google.com/maps/contrib/105795598353981836684?hl=id,
Nanga Parbat,"Parkir luas,pelayanan ok,ruang hijau nya tertata rapi",2021-02-21T09:40:02.852Z,5,https://www.google.com/maps/contrib/103296540996505225979?hl=id,"Dear Didit

Terima kasih atas ulasan Bapak/Ibu untuk Ayola Tasneem Convention Hotel Yogyakarta. Kami sangat senang mengetahui bahwa Bapak/Ibu nyaman saat tinggal di Ayola Tasneem Convention Hotel Yogyakarta.

Sampai jumpa kembali di Ayola Tasneem Convention Hotel Yogyakarta

Salam Hangat
Nizar Fachri - General Manager"
Pande Komang Rheyndra Widantara,,2021-02-18T10:15:59.918Z,5,https://www.google.com/maps/contrib/115968324835725141359?hl=id,
Noviani Indriana,,2021-02-07T12:56:41.940Z,4,https://www.google.com/maps/contrib/106369279986037838601?hl=id,
Subagio Si Beg,"Ketempat ini,dalam rangka pernikahan teman.
Acaranya di taman sangat menyenangkan",2021-02-07T06:25:27.478Z,5,https://www.google.com/maps/contrib/117958575524803692493?hl=id,
Andrew Nelsen,Tempatnya oke... nyaman... aman...asri... cocok utk tmpat istirahat suasananyapun tenang walaupun berada tdk jauh dr pusat kota...,2021-02-04T10:34:46.503Z,5,https://www.google.com/maps/contrib/102632429882975692416?hl=id,
Yusri Tangahu,Hotelnya bersih dan teratur...puas deh nginap disini,2021-02-03T15:59:37.200Z,5,https://www.google.com/maps/contrib/111130602319444159440?hl=id,
Putra Abriyanto,Nice hotel...,2021-02-03T10:42:50.047Z,4,https://www.google.com/maps/contrib/113503442769742341884?hl=id,
Swastaji Rahmadi,,2021-02-01T11:35:55.134Z,4,https://www.google.com/maps/contrib/101424569109218469578?hl=id,
roy taufan,😊,2021-02-01T07:43:26.745Z,5,https://www.google.com/maps/contrib/102600844115230418703?hl=id,
Annisa Ayu Muthi'ah,,2021-01-30T09:41:47.650Z,3,https://www.google.com/maps/contrib/114057345622950357411?hl=id,
Retno Hidayati,"Lumayan buat hajatan yang punya budget minim, buat foto-foto tamu juga ok",2021-01-27T23:04:02.878Z,3,https://www.google.com/maps/contrib/101389780095363352001?hl=id,
Daniel Mahendra,Bagus & nyaman,2021-01-25T17:48:39.610Z,5,https://www.google.com/maps/contrib/103641023176396881275?hl=id,
Reza Nurwansyah,Hotel yang berada di tengah kota Yogyakarta. Lokasinya strategis dan dekat dengan perkotaan. Parkirannya luas. Kamarnya juga lumayan. Hanya saja komplain saya adalah kamar mandi yang lantainya kurang miring ke arah lubang pembuangan sehingga air di kamar mandi agak susah untuk masuk ke lubang pembuangan. Jadinya lantai kamar mandi agak banjir.,2021-01-20T04:15:00.687Z,4,https://www.google.com/maps/contrib/101097130003672019387?hl=id,
Aida Lintang,,2021-01-18T13:11:36.448Z,4,https://www.google.com/maps/contrib/105775635318000590812?hl=id,
Rizka Anandia,,2021-01-18T00:40:40.457Z,4,https://www.google.com/maps/contrib/111601914389343628620?hl=id,
Edining Gumelar,,2021-01-17T05:22:14.238Z,4,https://www.google.com/maps/contrib/107287364851650346127?hl=id,
Wigit Aji Sukmono,,2021-01-15T09:21:24.511Z,4,https://www.google.com/maps/contrib/106876065177866313689?hl=id,
TYO project,,2021-01-11T00:26:11.856Z,5,https://www.google.com/maps/contrib/107368835592434413936?hl=id,
eti hayati,Bagus bersih,2021-01-04T15:24:06.852Z,5,https://www.google.com/maps/contrib/101212435174190604040?hl=id,
Aryful Yahdi,"Hotelnya tidak terletak di jalan utama sehingga tenang dan nyaman sekali disini, Untuk Akses Ke lokasi tidak terlalu sulit. Hotel sendiri ada 2 lantai . Kebetulan saya dapat kamar lantai 1. Loby Hotel nyaman dengan musik khas jawanya yang selalu di putar. Hotel ini sudah melaksanakan Protokol Kesehatan.
Kamar Sendiri cukup nyaman, kasurnya empuk. Yang paling di suka adalah airnya memang air panas bukan air hangat. Tv Nya hanya channel lokal yang butuh improvment sepertinya. Ruang kamarnya cukup kedap sehingga tidak berisik jika ada orang lain berjalan di lorong ataupun kamar sebelah. penerangan di lorong sepertinya haru di tingkatkan lagi. Untuk kasur dan bagian dalam tidak ditemukan hal jelek seperti review yg lain. Parkirnya sangat luas sekali memang sepeetinya di persiapkan untuk acara pertemuan. Sedikit masukan untuk bagian luar agar lebih sering di bersihkan dari rumput maupun daun. Cafenya sendiri sangat nyaman sekali Semi Outdoor dan menunya enak-enak walau standart hotel. Oh iya hotel ini sering dipake untuk acara nikahan dengan thema outdoor. Jika Bangunan luarnya di renovasi dan di perbaiki mungkin hotel akan terlihat lebih baik karena kesan pertama saat masuk akan mempengaruhi pengalaman pengunjung.",2021-01-03T15:07:46.254Z,4,https://www.google.com/maps/contrib/107507953375753603474?hl=id,
Evan Mardiansyah,"masakannya sangat enak, cocok dengan lidah saya
pelayannya sangat ramah, hotelnya bersih dan tenang suasanya
very recommended",2021-01-03T13:55:48.963Z,5,https://www.google.com/maps/contrib/113738331076989718007?hl=id,
Antonius Adiyoso,,2021-01-03T00:30:31.904Z,3,https://www.google.com/maps/contrib/110469845272252431185?hl=id,
Moh abdillah,,2020-12-31T04:55:32.112Z,4,https://www.google.com/maps/contrib/109336155086328255682?hl=id,
Destia Chrysadiya,Kondyangan,2020-12-30T10:00:19.341Z,5,https://www.google.com/maps/contrib/112426156346902616125?hl=id,
Gustu Suarsana,,2020-12-29T00:47:34.547Z,4,https://www.google.com/maps/contrib/105722542101419381536?hl=id,
Nofri Yanto,,2020-12-27T18:49:16.313Z,5,https://www.google.com/maps/contrib/114841004402105479252?hl=id,
wahyu chandra,,2020-12-27T14:12:16.198Z,3,https://www.google.com/maps/contrib/116184828374611990645?hl=id,
Hanna Surya,,2020-12-26T16:09:55.685Z,5,https://www.google.com/maps/contrib/117234929407008725298?hl=id,
Abriyanto,Nice garden area and comfort hotel room.,2020-12-25T06:36:41.560Z,4,https://www.google.com/maps/contrib/105175080350120817747?hl=id,
AHADI HARTARTO,,2020-12-24T13:08:54.553Z,5,https://www.google.com/maps/contrib/116687408469444710756?hl=id,
Nunaanka Cashsinatra,,2020-12-23T03:19:43.344Z,4,https://www.google.com/maps/contrib/111349230701465492511?hl=id,
Nanda Firmansyah,,2020-12-21T16:10:48.780Z,5,https://www.google.com/maps/contrib/116797711994469699356?hl=id,
eL Le,,2020-12-20T04:54:01.849Z,5,https://www.google.com/maps/contrib/117802853930325889720?hl=id,
Thia Anissa,,2020-12-17T13:22:37.757Z,5,https://www.google.com/maps/contrib/104238279439071845610?hl=id,
Wiranti Wiranto,"Tempat yg sejuk dan luas cocok buat acara2  atau kumpul bareng keluarga, teman, 😘😘😘",2020-12-16T02:35:11.644Z,5,https://www.google.com/maps/contrib/111482745530631289681?hl=id,
Cak Shodiq,You can use it as outdoor wedding place alternative,2020-12-15T16:11:42.829Z,5,https://www.google.com/maps/contrib/100060352003694228620?hl=id,
aldi setiawan,,2020-12-15T07:12:58.372Z,4,https://www.google.com/maps/contrib/114155535558596677993?hl=id,
Septilidyani wilahar,"I don’t recommend this hotel.

This is the first experienced I got dirty hotel.

The bed sheet and the towel have dirty stains. The worst part is, I already asked to changed the bed sheet, I’m shocked that the 2nd bed sheet was also dirty!!

The AC didn’t work well and noisy. I don’t think they follow the health protocol during this pandemic.",2020-12-14T05:02:53.028Z,2,https://www.google.com/maps/contrib/111368810270840314999?hl=id,
Sunflowerroad,"I’m sorry I have to tell you this but this hotel is overrated. Get the 12th placed in Tripadv so I thought this hotel would be great. In fact, I wasn’t satisfied. I got the dirty bed sheet and when I complained about this and asked to change the room, the receptionist said that they will changed the bed sheet. I try to understand and let them changed it. When the Housekeeping came to changed the bed sheet, he didn’t wear any mask until I asked him to and he went out to looking for the mask :) I mean, this is during the pandemic, why your staff didn’t wear any mask?? ||The worst part is, when he already changed the bed sheet, it also dirty :) how come you didn’t check on it before you use it?||The room itself didn’t satisfy me, the towel is torn.||I don’t think this hotel also follow the health protocol during this pandemic.",2020-12-13T23:59:59.999Z,,https://www.tripadvisor.com/ShowUserReviews-g14782503-d8041050-r779168118?m=68573&staydates=2025_06_22_2025_06_23&uguests=1_2_0&supdv=desktop&supuc=US&supul=id,
layung kusuma,"Bersih, nyaman",2020-12-13T00:48:53.056Z,3,https://www.google.com/maps/contrib/101920939910477143246?hl=id,
Music World,,2020-12-11T14:04:38.021Z,2,https://www.google.com/maps/contrib/104990568549811898527?hl=id,
tri widodo,Rekomendet nih Kalok Mau buat acara di hotel Dengan budget kecil,2020-12-09T02:25:16.622Z,5,https://www.google.com/maps/contrib/109647363247962680158?hl=id,
Isna Nur Fadillah,,2020-12-09T00:42:26.609Z,5,https://www.google.com/maps/contrib/102164220402113111870?hl=id,
Nana Dewi s,,2020-12-08T01:38:35.845Z,4,https://www.google.com/maps/contrib/108562648000317022794?hl=id,
rr.grees manupassa,,2020-12-05T15:53:10.521Z,5,https://www.google.com/maps/contrib/111446342993129760921?hl=id,
tita dewahasta,"Hotel ini berada di timur bekas bangunan Puraiwsata/THR. Ada ruangan outdoor yg biasa digunakan untuk pesta pernikahan park theme. Di dalam juga ada pendopo kecil jika ingin pesta a half indoor. Untuk full indoor saya belum pernah lihat sih, tapi mungkin bisa di sebelah selatan. Pintu barat (gerbang teralis) jarang dibuka, hanya dibuka jika ada event.

Parkir bisa di barat, atau timur. Lumayan luas.",2020-12-04T10:37:01.667Z,5,https://www.google.com/maps/contrib/103838265041278309538?hl=id,
Bahtiar. Baby,"Tempat yg bagus utk acara2 seminar, Munas",2020-12-01T13:57:47.511Z,5,https://www.google.com/maps/contrib/103333208751013074318?hl=id,
Irma Tania,,2020-12-01T12:54:14.849Z,5,https://www.google.com/maps/contrib/111444981983990680121?hl=id,
jamaludin Taufiqurrohani,,2020-11-30T06:19:00.454Z,3,https://www.google.com/maps/contrib/110206558108512079746?hl=id,
Erwin PS,Hotel yang nyaman dipusat kota Yogya👍🤠🥳.....,2020-11-29T13:12:30.584Z,3,https://www.google.com/maps/contrib/114500808000575103875?hl=id,
mamaknya cecep bot,,2020-11-29T10:41:14.957Z,5,https://www.google.com/maps/contrib/110844127498808203304?hl=id,
Muhammad Thoyyib,,2020-11-28T05:16:20.039Z,4,https://www.google.com/maps/contrib/114623736565545941755?hl=id,
Wahyu Aji Saputra,Tempat sholatnya kurang layak,2020-11-28T02:14:40.575Z,3,https://www.google.com/maps/contrib/116439379888584891636?hl=id,
Rudi Hatmoko,"2018 lamaran disini, 2020 sudah punya buntut dan foto di sini.",2020-11-27T10:41:53.881Z,5,https://www.google.com/maps/contrib/106642472162064390774?hl=id,
Shinta Nur,,2020-11-26T12:26:36.528Z,5,https://www.google.com/maps/contrib/117444350372561720932?hl=id,
ARIEF NOERJAYA,Tempat ini lumayan mewah dari segi room hotelnya dekat dengan akses ke malioboro,2020-11-24T04:58:42.187Z,5,https://www.google.com/maps/contrib/107819042847782341354?hl=id,
Edi Iskandar,Fhuyy,2020-11-24T02:13:23.124Z,5,https://www.google.com/maps/contrib/103511760532526221111?hl=id,
Aries Ermawati,,2020-11-23T14:28:31.793Z,5,https://www.google.com/maps/contrib/111009113776986773486?hl=id,
Ignatius Loyola Beta Setyawardana,,2020-11-22T05:12:10.244Z,4,https://www.google.com/maps/contrib/112042535184510100790?hl=id,
Catur Legawaningsih,"Bolehlah. Ngga nginep kemarin. Cuma kondangan di area restonya. Outdoor acaranya. Ya bagus sih konsepnya. Maemnya menarik dilihat, rasa lumayan. Sekian. :)",2020-11-22T00:05:48.978Z,4,https://www.google.com/maps/contrib/115978030574360423717?hl=id,
Shant _Xbliss,Tempat yoga yg paling nyaman.. Sarapan nasgor n capcay enak..,2020-11-17T02:44:45.560Z,5,https://www.google.com/maps/contrib/110815353303409669918?hl=id,
Badiyah Onde2,Pelayanan ramah,2020-11-16T13:34:23.545Z,4,https://www.google.com/maps/contrib/101791164061482219908?hl=id,
eko wijayanto,Bersih nyaman romantis,2020-11-16T07:56:04.374Z,5,https://www.google.com/maps/contrib/100570264513452777135?hl=id,
risma wow,,2020-11-16T03:48:41.611Z,5,https://www.google.com/maps/contrib/111519240486456349394?hl=id,
Pranita Nita,"Coba2 nginep disini krn ada acara di jogja..
Cahaya lampu kamar kurang terang, shower buat mandinya rusak, flush buat toilet lama penuhnya, pas menginap suasana agak berisik krn tamu lain..🙁
Kamarnya cukup luas aja yg Ok sih..semoga bisa diperbaiki yg lainnya..thx..",2020-11-16T03:43:44.287Z,3,https://www.google.com/maps/contrib/111159782323763209868?hl=id,
teguh yuwono,"Sejuk,teduh ..",2020-11-15T04:39:40.161Z,4,https://www.google.com/maps/contrib/113779047140503542159?hl=id,
Nuke Wikan,Ada cafe yg cukup luas & nyaman. Semi outdoor shg bisa lihat pemandangan Asri. Sayang lantainya kurang terjaga kebersihannya,2020-11-11T15:13:43.529Z,4,https://www.google.com/maps/contrib/117562002468546742305?hl=id,
Ciptoning Mintorogo,,2020-11-10T17:18:04.452Z,5,https://www.google.com/maps/contrib/113398520450683545570?hl=id,
arian handoko,,2020-11-08T15:26:17.080Z,5,https://www.google.com/maps/contrib/117744656985148344931?hl=id,
DHALIA NDARU H R R,"Tempatnya nyaman, kamarnya bersih dan fasilitas standar. Saluran TV okay. Cocok untuk staycation. Minus: dapat kamar tanpa jendela, berasa lagi di studio.",2020-11-07T08:28:31.306Z,4,https://www.google.com/maps/contrib/101160726979753192376?hl=id,
Spam Project,,2020-11-05T02:09:43.365Z,3,https://www.google.com/maps/contrib/101367034804012123288?hl=id,
Zulfikar Azaria,,2020-11-03T02:12:03.709Z,4,https://www.google.com/maps/contrib/106652840314847930701?hl=id,
Tri Ratna Prafitri S,"Tempat nyaman, aman, dan pelayanan ramah",2020-11-02T15:48:07.850Z,5,https://www.google.com/maps/contrib/117881484908538787405?hl=id,
Demi widi kurnia,,2020-11-02T13:24:40.227Z,5,https://www.google.com/maps/contrib/116938863358142049749?hl=id,
Mujiburrohman Bakri,Nice place and strategic but on my bathroom warm water didn't work,2020-11-01T15:43:26.396Z,4,https://www.google.com/maps/contrib/117563195381690376477?hl=id,
Putri Indah Nurani,,2020-11-01T13:23:43.536Z,4,https://www.google.com/maps/contrib/105376800074810217752?hl=id,
harya rifky pratama,Ternyata sebagus itu,2020-11-01T00:13:50.000Z,5,https://www.google.com/maps/contrib/105873591297682080339?hl=id,
Vrengki Anggi Purnomo,"Hotel nyaman banyak spot foto bagus kalo malam. Pelayanan baik ,staff karyawan ramah dan baik . Hotel mudah di akses security 24jam serta parkiran luas",2020-10-30T13:43:38.581Z,5,https://www.google.com/maps/contrib/110204394873815870837?hl=id,
Ariey Wibowo,,2020-10-30T04:33:07.223Z,4,https://www.google.com/maps/contrib/109047992312028843712?hl=id,
Mas aradea damar pamoengkas,,2020-10-30T03:09:19.015Z,5,https://www.google.com/maps/contrib/118019809162640541526?hl=id,
Nurvia Yuliastuti,"Aulanya luas.. Recomended pas pandemi gini.. Untuk kamar, tidak ada jendela, jd tdk ada viewnya.. Tp pelayanan sangat ramah.. Ada keluhan langsung ditanggapi dan diperbaiki. Sip 👍🏽",2020-10-29T00:28:30.047Z,4,https://www.google.com/maps/contrib/110698940875247022633?hl=id,
Isidorus Ganang Madyasta Wisnujati (Ganang),Tempat nyaman,2020-10-27T11:00:19.157Z,5,https://www.google.com/maps/contrib/101305452475745914404?hl=id,
zamimotret,"dah bener nih kalau mau nikahan dsini,",2020-10-27T06:44:45.825Z,5,https://www.google.com/maps/contrib/113039416156871130013?hl=id,
Dian Ardhina,,2020-10-24T13:58:18.786Z,4,https://www.google.com/maps/contrib/104242976300556777150?hl=id,
Vivo Oke,"Tempat nyaman, asri",2020-10-19T10:30:04.711Z,4,https://www.google.com/maps/contrib/102180677456101950291?hl=id,
Panglima Zufar Wibowo,,2020-10-19T06:41:06.347Z,5,https://www.google.com/maps/contrib/111718464763242515244?hl=id,
Tata Kun Afiatno,,2020-10-17T22:22:25.909Z,4,https://www.google.com/maps/contrib/100381899652760280334?hl=id,
Hasan Fahmi,,2020-10-12T17:05:56.791Z,5,https://www.google.com/maps/contrib/110588199247595672996?hl=id,
ariyanto ahmad,"lokasinya kurang representatif, tempat parkirnya kurang memadai, ...",2020-10-12T14:17:48.770Z,4,https://www.google.com/maps/contrib/100903185126012025532?hl=id,
vicen putra,"Tempatnya ditengah kota dan tidak terlalu luas, sedang",2020-10-12T02:36:14.508Z,5,https://www.google.com/maps/contrib/109426334300342777570?hl=id,
agus riyono,,2020-10-10T06:43:25.428Z,3,https://www.google.com/maps/contrib/107533786140800669742?hl=id,
Epan Antonius Serin,,2020-10-10T04:19:19.297Z,4,https://www.google.com/maps/contrib/117509692938164156428?hl=id,
gideon aditya,,2020-10-09T10:14:52.117Z,5,https://www.google.com/maps/contrib/105099070473238133640?hl=id,
Eko Sulistyo,,2020-10-08T13:54:19.199Z,5,https://www.google.com/maps/contrib/113782701665208974847?hl=id,
Wahyu Chandra,,2020-10-05T15:25:59.168Z,4,https://www.google.com/maps/contrib/102371152425377244383?hl=id,
disa citra,,2020-10-03T14:26:52.044Z,4,https://www.google.com/maps/contrib/103383592950822401558?hl=id,
wisnu ka,,2020-10-03T03:37:20.172Z,5,https://www.google.com/maps/contrib/105540614532247776507?hl=id,
Goldina Raina Putri,,2020-09-29T06:24:14.222Z,5,https://www.google.com/maps/contrib/102559073390579981003?hl=id,
Wantono Tono,,2020-09-24T08:07:31.363Z,5,https://www.google.com/maps/contrib/104635412790086036231?hl=id,
Eva S (Evlins),Old,2020-09-23T19:14:36.648Z,5,https://www.google.com/maps/contrib/108874356424687520464?hl=id,
setoaji nugroho,,2020-09-21T17:18:04.282Z,3,https://www.google.com/maps/contrib/102974966698806532814?hl=id,
Anto Labiq,,2020-09-20T02:29:55.913Z,5,https://www.google.com/maps/contrib/104726472846986591300?hl=id,
Dewi Ratna Kartikasari,,2020-09-18T09:09:05.689Z,5,https://www.google.com/maps/contrib/114257581463111867110?hl=id,
Arif Gunawan,Outdor party,2020-09-17T22:09:51.205Z,4,https://www.google.com/maps/contrib/104094082779254266823?hl=id,
Lucky Primajaya,"Tenang bagus sarapan enak dan lengkap
Parkiran juga luas",2020-09-14T12:13:48.910Z,5,https://www.google.com/maps/contrib/117953344350051709658?hl=id,
Aditya Riyan27,,2020-09-06T16:28:54.865Z,5,https://www.google.com/maps/contrib/104228440013964848356?hl=id,
Pap Diva,"Beautiful place for garden party , just married gigih n nanda 💟",2020-09-05T01:51:40.517Z,5,https://www.google.com/maps/contrib/103122615321430138651?hl=id,
rita hadiyati,Ada area terbuka untuk duduk2 nyaman,2020-09-04T13:38:24.465Z,4,https://www.google.com/maps/contrib/115146962587416833048?hl=id,
Lilis “Rare” Suhartini,,2020-09-04T06:31:34.774Z,5,https://www.google.com/maps/contrib/112681575902140797345?hl=id,
dwi ajeng,Untuk harga dan fasilitasnya sebanding staf pun rama2,2020-09-02T11:07:01.603Z,4,https://www.google.com/maps/contrib/113377138753490490515?hl=id,
nikhen kumalasari,,2020-08-28T15:07:49.374Z,4,https://www.google.com/maps/contrib/102070504893136574122?hl=id,
Sujatno Pertomo,,2020-08-28T12:06:29.186Z,5,https://www.google.com/maps/contrib/108639262489942567507?hl=id,
Arc Dee,Tempatnya strategis dekat Kraton & kamar luas rapi.. Tapi semoga kalau nginap disini lg ACnya sudah tidak berisik suaranya walau dingin..,2020-08-28T04:05:23.995Z,5,https://www.google.com/maps/contrib/113344679270322916077?hl=id,
Justitia hana,,2020-08-25T05:24:21.990Z,5,https://www.google.com/maps/contrib/102316573989339042864?hl=id,
Eal Hadji Diouf,,2020-08-24T02:35:53.628Z,5,https://www.google.com/maps/contrib/111619707871910469522?hl=id,
Root Acc (Rootless),"Kamar bagus nyaman AC nya harus di maintenance, karyawan di tambah, agar pelayanan lebih makasimal, saya check in jam 3 tp masih harus nunggu kurleb 1 jam, karena kurang karyawan di highseason ini",2020-08-22T07:21:01.112Z,4,https://www.google.com/maps/contrib/111825424620782114232?hl=id,
nurul desi,,2020-08-22T04:07:44.952Z,5,https://www.google.com/maps/contrib/117693009063682271518?hl=id,
Akmad Makali,,2020-08-21T06:53:45.763Z,5,https://www.google.com/maps/contrib/115385021672330240593?hl=id,
Channel Candraka45,Bersih & nyaman,2020-08-18T13:05:04.324Z,5,https://www.google.com/maps/contrib/115282809856081520752?hl=id,
Eneng Ani Rahayu,,2020-08-18T11:39:26.253Z,5,https://www.google.com/maps/contrib/101712285905490960956?hl=id,
Sinyo Xiaomi,"Nice comfort place...but the phone sinyal was poor, my room was near the receptionist probably only the room over ther had bad reception sinyal",2020-08-18T08:08:18.537Z,3,https://www.google.com/maps/contrib/108743348846995081604?hl=id,
Irwan Nugroho,,2020-08-17T09:55:59.260Z,5,https://www.google.com/maps/contrib/110178679770491983545?hl=id,
Salma Salsabila,,2020-08-13T00:51:52.262Z,4,https://www.google.com/maps/contrib/102221975926522778560?hl=id,
Redempta Frida,,2020-08-12T08:35:36.638Z,5,https://www.google.com/maps/contrib/115469039702230250908?hl=id,
Ozcar Tozgen,Liburan bersama keluarga naik bus pariwisata Melody Transport tour ke jogja bermalam disini sangat nyaman sekali,2020-08-10T17:15:23.903Z,5,https://www.google.com/maps/contrib/104161746224616766733?hl=id,
Nuning Sari,"Cocok buat keluarga...dekat dg pura wisata...kalo capek bisa pesan massage dg MB Tika...garansi lho.,gak sembuh capek&masuk anginnya...uang kembali hehe...serius",2020-08-09T22:27:57.965Z,5,https://www.google.com/maps/contrib/107540063746974276862?hl=id,
Handri Subagyo,,2020-08-09T05:24:49.243Z,3,https://www.google.com/maps/contrib/110267387949741133285?hl=id,
Ade Nine Suryani,Buat garden party enak ini,2020-08-08T11:22:47.353Z,5,https://www.google.com/maps/contrib/112350459330966746968?hl=id,
