Reviewer Name,Review Text,Star Given,Publish Date
Hendrik Saja,,5,2019-08-12T14:30:58.330Z
Donang Ris,Parkir luas,5,2019-08-12T04:24:49.304Z
Fariq Warman,"Making ballet Ramayana dancing..
After we got dinner (in a nice small restaurant buffet , good food) before the performance begining.",4,2019-08-12T02:51:14.446Z
Rahdian Saepuloh (Ian),Loved the performance. Highly recommended. I think it was better than the one I watched in Bali.,5,2019-08-11T10:14:27.514Z
farid s. widagdo,,4,2019-08-11T07:05:02.738Z
Security Top,Di suguhi dengan tari kolosal yang sangat bagus..keren,5,2019-08-10T23:13:34.211Z
Tribowo Laksono,,5,2019-08-10T13:22:54.991Z
Nur Kholis,,3,2019-08-09T07:21:00.450Z
Ardho Khalifa,,4,2019-08-08T06:12:07.779Z
Occid Rock,"Setting gala dinner & live perform, ramayana ballet & epos ramayana, utk pernikahan & gathering sangat cocok, paket tersedia ataupun dgn memebawa sendiri catering dr luar",3,2019-08-07T06:48:31.570Z
Francis SAINT-AIME,,5,2019-08-06T14:49:49.354Z
Astri Desmayanti,"Tempat yang sangat menarik, menonton pertunjukan ramayana di malam yang cerah, seakan terbawa cerita",5,2019-08-06T06:24:15.033Z
A Pramudiansyah,Creative,5,2019-08-06T03:13:32.969Z
Farhan Kudo San,,4,2019-08-05T18:51:15.336Z
Fahmi Huda,,5,2019-08-05T12:00:54.357Z
Siti Wahyuningsih,"Tempat lumayan
Cuman makanannya rasa belum sesuai selera",4,2019-08-04T10:58:58.569Z
Widha Wirawanti,,5,2019-08-03T17:24:26.062Z
Hadi Prayogo,Kerennnn.....,5,2019-08-03T15:38:15.772Z
Paul Hoogervorst,Leuk,3,2019-08-03T09:59:05.254Z
Lya,,5,2019-08-02T12:35:03.480Z
Kanova Deriyanto,,5,2019-08-02T12:13:05.611Z
Edy Heri Suasana,"Ballet Ramayana bagus, mempertahankan tradisi yang hadiluhung",5,2019-07-30T15:13:02.780Z
Guscipto,,5,2019-07-28T06:48:06.918Z
fuad cepuk,,5,2019-07-27T11:25:48.725Z
Y Bagus Wismanto,,5,2019-07-26T10:23:27.512Z
Ilse van Grinsven,,3,2019-07-26T04:30:29.682Z
Dhea Ananda Yovi,,4,2019-07-25T13:26:38.741Z
Bagus Pratama,"Good performance! Love the story and ""wayang orang"" enuff!",5,2019-07-24T14:13:09.373Z
PAIMO SUWAKIDI,Lebih dekat,5,2019-07-24T13:10:49.508Z
Anindita Angellica,,5,2019-07-24T11:36:52.666Z
Jovana Keo,,5,2019-07-24T07:25:59.368Z
hery moodo,,5,2019-07-24T05:35:35.519Z
Dian Merdekawaty,biasa saja,3,2019-07-21T07:41:51.881Z
bangjo jo,,1,2019-07-20T22:25:29.401Z
rina susanti,Bagus keren..kabudayan java,4,2019-07-17T16:49:40.383Z
Nanang Satwanto,Culture,5,2019-07-17T06:16:04.020Z
gunawan ho,,5,2019-07-17T04:32:22.797Z
farida nur'aini,,4,2019-07-17T01:07:01.942Z
muhammad akbar cahyanto,DeskripsiSendratari Ramayana merupakan sebuah pertunjukan yang menggabungkan tari dan drama tanpa dialog yang mengangkat cerita Ramayana. Sendratari Ramayana menceritakan kisah tentang usaha Rama untuk menyelamatkan Sinta yang diculik oleh Rahwana.,5,2019-07-16T09:08:42.819Z
Eko Budi Saputro,Tempat menonton pertunjukan sendra tari ramayana,3,2019-07-15T17:52:37.442Z
Feti Runingwati,,5,2019-07-14T03:26:13.345Z
si no,Opera nya Jawa... Walaupun tidak dilatari dengan beground candi aslinya tapi memuaskan,5,2019-07-13T12:09:55.450Z
Achmad Ridwan,,5,2019-07-13T01:02:20.421Z
Rien Almoza,,5,2019-07-11T15:04:21.787Z
Chrissi Zad,,4,2019-07-09T22:55:19.347Z
"Prof Mudrajad Kuncoro, PhD",,3,2019-07-09T09:29:22.160Z
Sumpeno Sumpeno,,1,2019-07-08T23:21:35.537Z
Achmad Faisol,,5,2019-07-08T14:26:52.695Z
Ulayya Mz,,4,2019-07-07T10:10:52.961Z
Freddy Kurniawan,Nice place…,4,2019-07-07T05:28:47.660Z
Asep Surur Mulyadi,Alhamdulillah,5,2019-07-06T13:39:57.435Z
Agne Maulida,,4,2019-07-05T18:08:29.697Z
Muhammad Rusydi Taufik,,5,2019-07-05T15:31:42.077Z
Goran Silfa,,4,2019-07-03T12:23:50.120Z
Jefri Handa,keren,5,2019-07-02T20:17:10.807Z
supra yitna,,5,2019-07-02T17:24:18.010Z
Erna Martiana,"Great show ,friendly staffs",5,2019-07-02T05:04:19.972Z
kun tari,,5,2019-07-01T15:04:47.720Z
Triharsi Dyah Pangesti,"Yeszz..... 👍 this is the same place, where my friends and I,  Alumnus Textile Academy ""UPN Vet.Jakarta c/o. Central Java & D.I.  Yogyakarta are holds a Syawalan Event - Sunday, June 30, 2019.
The place is comfortable, feel's we are not in the middle of the city 'cause there are lots of lush trees 🌴🥀🌲🍂
The menu is 🆗  and the price is appropriate, affordable.
Thank you to (all of you) Management,  keep these good condition, and I hope it can be improved.
This is my second time I've enjoyed ambience @Tasneem Hotel area,  because on Sunday 9 June 2019 I've gathered ""Syawalan 4B Lintas Angkatan""  ..my Team, Seruni Line Dancers 💃 Perform at that time 💃",4,2019-07-01T07:15:24.663Z
Muhammad Azmi,,4,2019-07-01T05:28:54.530Z
Prajogo Kusuma,,5,2019-06-30T22:03:06.174Z
Kholid Munirodin,penuh makna filosofi,5,2019-06-30T10:32:16.802Z
Eko Jatiwaluyo,,5,2019-06-30T09:14:25.131Z
Ganang Septian,,5,2019-06-29T14:21:41.235Z
Hengki Parlin Putra,Juoosss tenan,5,2019-06-28T06:04:28.499Z
Christian Craemer,,5,2019-06-26T10:25:58.797Z
corinne fermy,,5,2019-06-24T07:25:40.155Z
Saiful A,,5,2019-06-23T16:04:19.564Z
Alumni SMU Baiturrahmah 2002 As'ad,,3,2019-06-23T06:06:20.242Z
Marie Paule Gilardeau,,5,2019-06-23T02:41:45.408Z
Hendra Deka,,5,2019-06-21T15:43:43.189Z
Imam Effendi,,4,2019-06-20T08:00:19.781Z
Surya Rahmandanu,Pertunjukan seni yang sangat menarik. Tiap hari main jam 8,5,2019-06-18T06:38:36.268Z
Sylvi Andari,Tempat yg nyaman untuk kumpul dg teman2...,5,2019-06-18T05:07:04.304Z
Sukron Arizky,Ramayana Ballet Purawisata,5,2019-06-17T19:15:50.806Z
Alpha Fausta Ikrar Setyadi,,5,2019-06-17T06:13:25.475Z
Melia Agustina,,4,2019-06-16T02:07:18.896Z
田中道夫,"スタッフは良いが、設備は古い。
朝食は今一。",2,2019-06-14T02:52:35.066Z
Ekha Karin,,3,2019-06-13T03:13:06.088Z
kuninGGading arsitek,,5,2019-06-12T02:01:32.144Z
Dita Fania,,5,2019-06-11T15:33:25.165Z
Maria Venda Aktila,,5,2019-06-11T12:49:42.199Z
Dehan Ammaralda,You will not regret it,5,2019-06-11T02:38:21.198Z
cahaya kemilau,Mejeng acara reuni angkatan kasga 83,5,2019-06-10T15:06:46.714Z
imaiqah honey Kamal,Excellent Performance,5,2019-06-10T09:21:06.023Z
Arik Dwito Priaji,"Parkir luas, ramayana ballet nya bagus",5,2019-06-10T09:11:16.230Z
Yazra Mohammad,,4,2019-06-09T07:36:50.882Z
Agung Pambudi,,5,2019-06-08T05:46:09.517Z
Rachel Putri,Pertunjukan ramayana yang tidak pernah libur,5,2019-06-08T00:30:35.918Z
Samuel Hutahaean,,4,2019-06-06T11:28:05.139Z
Fajar Ibu'nya Tata,,5,2019-06-05T15:19:53.610Z
Mahayoga,Sudah TUTUP. Tp bs di jadikan ancer2 utk ke rmh nenek.,5,2019-06-05T07:50:00.770Z
yanita nita,,5,2019-06-03T06:09:52.317Z
rahmad sholikhin,,5,2019-06-02T07:21:33.826Z
sarwanto hartono,"Tempatya bagus, tapi agak krg terawat smg bisa Berkembang",4,2019-06-02T03:10:03.484Z
Ayunurita,,3,2019-06-01T14:47:26.047Z
Hallo Ucil,,5,2019-05-30T22:45:25.706Z
dwi andi rohmatika,,5,2019-05-30T11:57:20.850Z
Pjer Senden,Goed eten met een mooie voorstelling,5,2019-05-29T08:15:12.821Z
Putri 2P,,5,2019-05-27T20:30:09.478Z
Hanny Hanany,,5,2019-05-27T06:47:48.613Z
Dyah Purnama,"Untuk ramayana balletnya lebih Bagus yg di prambanan karena disini indoor, bisa kesini dinner kemudian dilanjutkan dengan menonton ramayana balletnya",4,2019-05-26T11:13:31.021Z
Setyowati Elisabeth,Tempatnya etnik...enak..nyaman..,5,2019-05-25T13:34:00.935Z
Yuni Astuti,"Pertunjukan sendratari Ramayana yang terletak di tengah kota, cerita full story, main setiap hari Pk. 20.00 ~ 21.30 wib dan... Excellent.",5,2019-05-23T12:16:48.141Z
Dian Utami,,5,2019-05-23T11:11:09.487Z
secangkir kopi pagi,anak saya suka banget,5,2019-05-23T05:16:33.433Z
Isabelle Kasprzycki,Tres bon repas et beau spectacle,5,2019-05-21T18:37:06.085Z
adhie maqui,,3,2019-05-21T08:08:00.992Z
Arga Savetiar,,5,2019-05-20T12:58:56.323Z
Verdian Deandra,,5,2019-05-19T08:05:27.485Z
surya andhika,,3,2019-05-19T07:15:35.379Z
Nurul Laila,,5,2019-05-16T13:11:01.640Z
Paul Leonard,,5,2019-05-16T12:42:36.606Z
tofik rahman,"Khusus bagi pemerhati culture budaya daerah, sendra tari Ramayana adalah sarana tepat sebagai pendidikan pengenalan budaya bagi generasi muda. Dengan melihat tarian tersebut diharapkan mampu mendorong rasa cinta budaya Nusantara yang Adi luhung.",4,2019-05-15T13:25:54.278Z
Mita Rosiana,Makanannya lumayan enak,4,2019-05-15T05:02:43.804Z
Kaswin Andrianto,,5,2019-05-15T04:17:05.482Z
Bagus Triwidodo,,5,2019-05-14T15:43:16.495Z
Imam Sapari,"Tempatnya bagus,,ramei,,",5,2019-05-14T00:00:01.039Z
Takim rustakim,Seni bagus,5,2019-05-13T21:38:20.044Z
Juni Trisnadi,Joss,5,2019-05-13T08:33:05.495Z
Manzz Kece,Tempat wisata budaya utk mengenal pewayangan jawa,5,2019-05-13T00:32:36.491Z
Kelik Wayudi,Sippp,3,2019-05-11T04:36:30.972Z
Endah SWR,,5,2019-05-10T15:50:30.290Z
Amik Yoga,Tempat ini nyaman buat dinner dan bagus pertunjukan Ramayana baletnya,4,2019-05-10T04:52:21.881Z
Efrain Kristiarianto,,5,2019-05-09T11:12:18.922Z
Marihot Hutapea,Tempat yang romantis untuk makan malam bersama pasangan,4,2019-05-09T05:32:27.254Z
Bang Yos,Suasana nyaman,5,2019-05-09T04:06:19.661Z
Ruslan Hadi Prasetya,,5,2019-05-08T03:55:15.216Z
mei antoro,,5,2019-05-07T07:19:51.410Z
Jeremy Raharjo Yambe,Kurang ok,3,2019-05-05T14:37:50.919Z
Sudarwanto,"Bagus, aman dan nyaman.
Idealnya tempat ditambah pencahayaan Eksternal, dan petugas lebih komunikatif.",4,2019-05-05T03:53:53.949Z
Rahma Nofrianti,,5,2019-05-05T03:19:25.016Z
brigitte POUCHOT,,5,2019-05-04T06:26:51.467Z
Supar Wati,,3,2019-05-04T00:33:18.992Z
Furukawa Masanori,,4,2019-05-03T14:16:22.586Z
maz pipit,Good,5,2019-05-03T12:34:27.313Z
Asthar Al Rosyid,Recomended,5,2019-05-03T00:32:47.196Z
dina lestari,,5,2019-05-02T11:24:01.826Z
Sulardi Sutrisno,,5,2019-05-01T06:33:03.873Z
amanda brigita,,5,2019-04-30T23:10:05.182Z
budi aryanto,,3,2019-04-30T16:43:32.939Z
Chandra Irsa,"Sering digunakan untuk lomba drum band anak2 usia TK. Tempatnya luas dan tertutup jd aman kalo hujan. Parkiran tersedia luas, baik mobil pribadi maupun bis. Kemarin tdk dapet parkir di dalam. Tarif parkir agak mahal kalo ada even gini, klo gak salah mobil Rp 10 rb dan bis Rp 25 rb.",3,2019-04-29T00:58:23.913Z
Nadine Acha P,Luas ...bisa buat anak2 lari lari /bermain,4,2019-04-28T07:42:08.319Z
ria destalia,,4,2019-04-28T06:55:06.782Z
Nurrokhim,Kesini pas pentas drum band anak.,5,2019-04-28T06:37:47.235Z
"Mr, Penjol",Gak nyesel,4,2019-04-28T05:07:43.015Z
wagiman Kobelco,,4,2019-04-28T05:03:35.140Z
ady hendriadi,,4,2019-04-27T13:28:49.679Z
Raf El,"Pecinta pertunjukan kesenian tradisional Ramayana, bisa berkunjung ke sini. Cek terlebih dahulu jadwal pertunjukan yang akan berlangsung.",4,2019-04-27T12:13:56.697Z
Ольга Качесова,"Чтобы воспринимать балет, нужно хорошо знать сюжет. Только в этом случае просмотр принесёт удовольствие.
Красивые костюмы, азиатская выдержка, красивая игра.",5,2019-04-27T00:47:58.839Z
Affandi Iksan,,4,2019-04-25T13:07:23.644Z
Widodo Panca Nugraha,👍👍👍,4,2019-04-24T14:46:30.747Z
dian cover,,5,2019-04-20T12:39:38.908Z
Andy Muntalib,"Nice buffet dinner, great ramayana performance.
Good combination for your belly and entertainment for your sight.",5,2019-04-20T02:48:39.957Z
Herdhina nur widyasrini,"Pementasan Ramayana Ballet yang sudah mulai lebih lama dari ramayana ballet prambanan, quite interesting also provide ramayana ballet and dinner, great place.
Tapi ini beda yaa bukan yg di Prambanan, kalau nyari yg latarnya candi Prambanan ya bukan yang ini.",4,2019-04-20T02:26:24.880Z
Rii Azka,"Dengan harga segitu, sangat worth it sekali ya. Pertunjukkannya bagus, pegawainya ramah2 sekali.
Sayang saat nonton kesitu, yg nonton sedikit dan kebanyakan org luar yg nonton.",5,2019-04-20T02:11:07.496Z
oktavia pradika,Se-keren itu!!!!! Janji kalau ke jogja bakal kesini lagi!,5,2019-04-18T16:41:23.761Z
Hilga Dwiana,,4,2019-04-18T06:34:26.226Z
Agus Handriyanto Suryahadibroto,"bagus, jadi hotel tasniem",4,2019-04-15T23:39:21.818Z
Sam Dhito Journey,Bagus,5,2019-04-15T09:54:47.145Z
Jan Sherwin Wenceslao,,5,2019-04-14T14:27:21.152Z
Theresia Damayanti,I’m so recommended this performance while you visiting Yogyakarta... they also have a nice buffet with dance performances. I’m so happy watching the Ramayana Performance.,5,2019-04-14T11:32:52.436Z
iri asih,👍👍,5,2019-04-14T10:31:17.058Z
Hery Fosil,,4,2019-04-13T14:18:02.319Z
asep hysterious,Bagus,5,2019-04-12T21:54:47.200Z
ana purwanti,,4,2019-04-09T16:03:53.934Z
Elite Julili,"Tempatnya, makanannya dan sendra tarinya ok....",5,2019-04-09T14:46:52.477Z
Nursyamsu Hidayat,,5,2019-04-07T06:01:23.352Z
ghunadi nadi,Im v cool mal..mali...,4,2019-04-06T23:59:54.151Z
Mawar Aries,"Amazing Ramayana Ballet performance and Located in the city. Sangat recommended untuk wisatawan lokal. Harga terjangkau, pertunjukan menarik.",5,2019-04-06T05:43:04.744Z
Dume Rosi Wijaya,cocok untuk wisatawan yang berlibur ke Jogja,5,2019-04-04T17:27:01.169Z
Didik Itopurwonegoro,Bagus untuk acara denga  konsep garden party,5,2019-04-04T15:21:22.930Z
A N,bagus sekali,5,2019-04-01T14:35:16.312Z
Rahmad Saja,Tempat bagus dan acara pentas kesenian yg menarik..perlu dilestarikan djaman modern??,4,2019-03-30T15:02:08.718Z
Amanda Dwika,,5,2019-03-30T03:04:41.026Z
nesian tour,,4,2019-03-29T16:57:03.836Z
febry agung,Bagus,5,2019-03-28T13:38:44.773Z
Happy Suci Anggono,"Pertunjukan seninya bagus, dan tempatnya romantis",5,2019-03-28T09:38:57.492Z
Robertus Supratolo,Tempat sejarah antara rama dan sinta,5,2019-03-27T06:52:29.252Z
Idham Kholid,,3,2019-03-25T15:40:43.828Z
Eric S.,"Combination of dinner and Ramanyana ballet is a good idea. While dinner we were accompanied by Javanese Gamelan music, but the music of a wedding ceremony nearby was a too strong competitor. Pity! The seats in the theater are uncomfortable for elder people. The actors and musicians were very good.",4,2019-03-24T15:21:30.177Z
Fikram An,,5,2019-03-23T14:39:16.707Z
Subje A. Diaz Hamue,,5,2019-03-21T14:29:20.852Z
Fayza Nareswari,,5,2019-03-19T15:49:31.996Z
Happy Andriana,,4,2019-03-19T14:31:38.840Z
Apriyadi Kurniawan,,3,2019-03-17T08:18:09.244Z
Sandisuwardi Sandi,,3,2019-03-15T01:30:36.114Z
Jali Nuryati,"Cukup bagus,Tiap hari ada pertunjukan sendratari Ramayana",4,2019-03-13T12:35:58.478Z
潘湘羚,Very nice show and story,5,2019-03-13T10:06:26.952Z
Sulak sono,Persiapan dinner dan lihat tari ramayana,5,2019-03-10T04:00:23.530Z
Novianti Proborini,,5,2019-03-09T14:40:07.958Z
Nicholas Kelfin,,5,2019-03-07T06:23:52.690Z
Assyifaa Yulisna,The show was good. Worth to watch!,5,2019-03-06T17:21:59.647Z
Wahida Hidayat,Sangat menarik untuk pertemuan yg bernuansa bisnis sebab ditempat ini luas dan banyak menawarkan tempat yg nyaman buat ngobrol pasca pertemuan,5,2019-03-04T16:40:35.096Z
Jennifer Sarah,"The perform was good, but I love the perform at Prambanan Temple more.",4,2019-03-04T08:52:00.788Z
Wishva Shah,Something different to experience about the Indian heritage as a beautiful ballad.,4,2019-03-04T02:44:18.370Z
Iman Man,,5,2019-03-03T04:11:35.165Z
joko gunadi,,1,2019-03-03T00:16:11.303Z
F4r1s Dzul,,5,2019-03-02T17:55:14.113Z
nael 123,Pertunjukan tarinya bagus sekali,5,2019-03-02T15:18:39.400Z
Bambang Pamungkas,"Ambience ok.
Lightning ok.
Musik ok.
Cerita ok.
Vokal sindhen nya (terutama budhe) kurang jelas.",4,2019-03-02T05:44:14.399Z
Vio,Amazing,5,2019-03-02T04:46:22.447Z
Zunita Safitri,"Fasilitas bagus, namun sayangnya pemain sendra tari ramayana saat diajak untuk berfoto menolak",1,2019-03-01T15:31:34.856Z
Tika Nur Affrimawati,,4,2019-03-01T15:03:28.185Z
Zahron Abdurrauf,,4,2019-02-28T23:31:23.757Z
Petruk Kanthongbolong Testing,komplit untuk berbagai macam jenis acara,3,2019-02-28T14:19:41.331Z
Rita Sari,Baguus,4,2019-02-27T13:50:38.489Z
Sutarman 66,,3,2019-02-27T10:07:49.695Z
Dian P,,1,2019-02-27T00:15:55.692Z
fauzan rahmatul,Bagus tempat pertunjukan wayangnya,5,2019-02-26T15:26:11.065Z
Astiti Retno Asih,,5,2019-02-26T13:41:40.651Z
Safira Gayatri,,5,2019-02-23T12:40:24.889Z
Abhitama,,4,2019-02-19T17:58:19.462Z
Anton Liskov,Очень тяжело смотреть,4,2019-02-17T14:41:27.795Z
queenholiday trans,Ok,5,2019-02-14T14:09:52.385Z
JOSE ADAN CABRERA,El lugar no es nada comodo,4,2019-02-14T09:41:48.995Z
Oscar Del Rio,"I watched three times, simply amazing,.",5,2019-02-10T15:55:20.368Z
Elegi Zuhri,"Tempat nya ditengah kota Jogja jadi mudah dijangkau, terdapat restaurant prasmanan untuk makan malam, juga area pentas nya indoor jadi aman dari hujan, harga tiket untuk orang lokal 60.000 untuk foreign harganya berbeda. Ceritanya lengkap dan pementasannya menghibur dengan durasi yang lumayan lama 2 jam",5,2019-02-10T08:49:49.931Z
Rang Channel,,5,2019-02-10T01:17:14.516Z
DevoToDios,Asik,5,2019-02-09T12:31:57.168Z
Purwo Pambudhi,,5,2019-02-08T16:03:56.898Z
Lizeth Olarte,Hermoso espectáculo.,5,2019-02-07T00:27:09.835Z
Pak Ngadiyo,Seluruh  dunia sendratari rmyn balet yang tak pernah libur pentas  hujan hari libur  pusa hr raya  dlll selama 45   th  ada penton tau tidak   tetap  pentas  ya hanya Ramayana  balet,5,2019-02-06T15:29:12.991Z
lorensius nanang,Good..bit boring,4,2019-02-05T01:14:13.843Z
muhamad sumaryoto,Its one of the places to know cultural activities in yogyakarta city indonesia,4,2019-02-04T15:40:06.508Z
Inung Jogja12,Tempatnya nyaman indah & asri,4,2019-02-04T12:39:44.342Z
Harpandi Pedetan,Yg suka kesenian traditional wajib mampir sini,5,2019-02-04T11:51:39.116Z
wahid setyo,,5,2019-02-03T12:58:41.726Z
M.C Project,,5,2019-02-01T05:35:55.348Z
si ndems,nice,5,2019-02-01T05:27:44.125Z
Falah Sufron Farhan (Han),,5,2019-01-30T06:32:31.720Z
Wulan Hardjosoediro,"Masih asik, lighting nya sederhana tapi menakjubkan..",5,2019-01-30T04:21:40.662Z
Rangga Tri wibowo,Nice place,4,2019-01-29T02:49:53.015Z
Tatik Sri Wismiyati,,4,2019-01-28T06:33:33.409Z
Nabilah Hanifatuzzakiyah,,4,2019-01-27T11:19:22.048Z
Pantaria N. F.,,5,2019-01-26T07:54:44.014Z
BDS,,1,2019-01-26T01:50:21.739Z
Andry Setiawan,"Jika tidak dapat tiket di ramayana balet prambanan, pura wisata adalah solusi yang pas.  Bahkan dengan harga lebih miring,  di tengah kota dan pertunjukan yg tak kalah heboh. Bahkan lebih aman jika terjadi hujan karena pakai gedung indor.  Ruangan yang tidak begitu luas juga membuat penonton lebih fokus menonton pertunjukan yang menguras emosi sampai tertawa terbahak2 dan takjub.",5,2019-01-19T03:36:57.629Z
a b,"This ballet was lovely. Beautiful performance of classical Javanese costume and dancing telling the iconic Ramayana story. Performed with live classical music. Agree with other reviews to read about the story prior to the show to help understand. Some scenes are not explained in their provided summary and are usually showing the characters asking gods for help to win the battle with offerings, but these characters are not introduced at the beginning so it can be confusing. We went during the rainy season, when the Prambanam ballet is inside anyways. This is actually more of a covered awning theater than truly indoors, but clean and cool with fans. You can take photos with the main characters at the end of the show. The dinner buffet was a great sample of classical Javanese and Indonesian food, not too spicy at baseline but lots of sauces to add spice to your preference. Live traditional music and even dancing during the dinner, very attentive and polite staff. Highly recommend the whole experience!!",5,2019-01-18T03:42:44.399Z
yoyo gandhi,Bagus,5,2019-01-16T22:02:41.781Z
agung wibowo,,5,2019-01-16T09:42:29.656Z
Candra Setiawan,Area wc agak gelap. Perlu penerangan tambahan,3,2019-01-16T03:43:03.811Z
sari dewanto,,4,2019-01-14T14:46:45.833Z
Sadam Habibi,,5,2019-01-14T14:34:48.909Z
Angela DIAN,,4,2019-01-12T12:12:10.229Z
iyanz saputra,,5,2019-01-12T01:45:09.168Z
Aris,,5,2019-01-12T01:33:19.440Z
María Amparo Bolivar,Excelente presentacion,5,2019-01-11T23:08:28.214Z
Jungman Nurdin,Nice show,5,2019-01-10T14:47:53.730Z
Alip Hostel,,5,2019-01-09T15:04:47.741Z
gandung nur,Pentas tari tiads henti,5,2019-01-07T03:30:35.111Z
Geandra Ardiyudhi Yudhanta,,4,2019-01-06T09:25:20.740Z
Agung Prasetya,,5,2019-01-05T07:06:40.987Z
ahmad pramujito,Best performance,5,2019-01-05T05:23:18.804Z
Ganapathy Pai V,,4,2019-01-04T13:11:49.455Z
rini asri,,4,2019-01-04T06:30:52.512Z
christiana wahyunita,,5,2019-01-04T00:47:23.386Z
Ceria Oktora,"If you dont have enough time to watch Ramayana Ballet at Candi Prambanan then you can go to this place. Located not far from Malioboro street and its very easy to find. The place is at Ayoola Taslem hotel complex.

They will gave you the short story for your guidance on the entrance door, so you dont have to be worried. Butt....i still sugested that you hv a little research about ramayana story, so you will understand the background story. The show is great, all the dancers did a great job on delivering the story. At the end of the performance there will be time to take some photos with the dancers.

If you love anything about art, the Im sure You will not regret to watch this show!",5,2019-01-03T14:58:33.810Z
Aurel Chn,,5,2019-01-03T14:15:23.065Z
desy s,"Tempatny Nyaman, Pegawai² Ramah² + dtengah kota...",5,2019-01-03T11:44:03.908Z
Fajar Fitrianto,pementasan seninya (teater tari) sangat bagus.,5,2019-01-01T21:14:29.694Z
chitos chanel,"Ra tau nonton, meng sering dengar klinonganne tok..",5,2018-12-31T23:07:08.001Z
Muhammad Abi Farruq,"Artsy, gak kalah menarik sama yg do prambananan",5,2018-12-30T13:02:45.054Z
Happy Saputra,,5,2018-12-30T12:16:51.897Z
Rizky Fajar,,1,2018-12-30T09:54:40.444Z
Harto Jogja,,5,2018-12-30T07:58:20.942Z
KY OD,Nice,5,2018-12-29T12:41:11.070Z
Andy Alfianto,Nyaman dan bersih,5,2018-12-29T03:22:44.695Z
Abbott Hsu,Pretty good performance and story.,5,2018-12-28T15:55:45.680Z
Muhammad Iqbal Tawakkal,,4,2018-12-28T15:20:36.264Z
Bambang Sudarmono,Luar biasaa,5,2018-12-28T15:18:39.338Z
Arin Barus,"Its an awesome night to spent. You will feel the entertaining ballet traditional dance mix up with some local jokes. If you book directly, you could choice the package with special buffet dinner. Two thums up and easy place to find",5,2018-12-27T13:17:16.378Z
Madonna Simatupang,,5,2018-12-27T11:30:43.955Z
Dwi Sukma,,5,2018-12-27T02:48:03.549Z
Nora Mohamed,"The show was awesome! Esp with the fire and fireworks in the middle of the show. Go for the show only, you can skip the dinner. Though the little kids should really go to bed  but they were the highlight of the show 😀",5,2018-12-26T14:40:14.853Z
Ririn rian danunty,,3,2018-12-26T04:37:24.120Z
Stefenson Alfa Tetelepta,"Watching Ramayana Ballet Performance  at Purawisata, what a solid performance by professional talents at quite reasonable price.. the duration of the performance is one and a half hour.. Please spend some time here when you are around Jogja..",5,2018-12-26T00:49:37.123Z
dion anggoro,Jooozz,5,2018-12-25T10:18:46.589Z
Alex Yogya,,5,2018-12-23T03:54:46.335Z
Yuli Ginting,Nice taste nice place and nice performance,5,2018-12-22T16:07:47.159Z
Rumi Yanto,,5,2018-12-19T18:51:49.177Z
Eko Prasetyo,,4,2018-12-18T14:21:39.900Z
Bosox Gaming,Keren..,5,2018-12-17T08:58:42.557Z
Siti Yahrotun,,5,2018-12-16T06:38:32.406Z
Maulana Prawira,,5,2018-12-16T06:12:48.917Z
Intan Pratiwi,"Ga nyesel liatnya,  cuma agak kemaleman",5,2018-12-13T15:12:27.056Z
Yandi S,Amazing.. Perfecto,5,2018-12-13T02:41:40.586Z
Kapuas River,,3,2018-12-11T06:09:09.767Z
Ang gita,,3,2018-12-10T10:09:53.132Z
Priska Putri Pratiwi,Cocok bagi penggemar tarian dg budget miring... Dikemas lebih sederhana tetapi memiliki pesona yg tidak kalah dg pertunjukan ramayana lainnya..,5,2018-12-09T15:59:46.303Z
Spryanti,,3,2018-12-09T04:45:57.386Z
Eko Indarto,,5,2018-12-08T15:04:00.064Z
Munawar Cholil,Bagus untuk belajar sejarah dan budaya warisan nenek moyang,5,2018-12-07T04:07:45.162Z
Diar Kunti,,5,2018-12-07T01:47:15.428Z
Pecinta cabe rawit,"Quite big, i went to the amphitheatre, it was big but for 2.5 hours show, it was painful to sit straight..the audio and lighting was ok. I didnt check the toilet. Unfortunately, the story was definitely for others' taste, not mine. Overall, the venue was OK.",4,2018-12-05T10:49:52.866Z
anggit subekti,The performance using Javanese language but we didn't get the language translation and the drama transcript..,4,2018-12-01T22:35:49.804Z
Lista Rantika,Keren...seniman dari yg muda sampai senior ada dalam satu panggung...,5,2018-11-30T23:01:26.654Z
Arief Aulia Rahman,Its good experiance .. i saw beautiful drama on dancing! Recomended,5,2018-11-29T15:02:27.430Z
Philip Suhandi Tanjung,,3,2018-11-26T07:56:38.270Z
aji wicaksana,,4,2018-11-25T10:25:45.527Z
Wulan nurindah sari,Tempatnya nyaman banget.. pertunjukanya bagus. Efek suara sama lampuny jg mendujung banget..,5,2018-11-21T15:18:19.985Z
Ratyas Ekartika23,,5,2018-11-17T12:46:57.070Z
FICKA ANDRIA PRATAMA,,5,2018-11-17T11:39:18.349Z
abud hasani,,5,2018-11-15T12:11:04.874Z
